,links,Title,Uploaded By,Length,Date Uploaded,Description,length
1670,['https://freesound.org/people/mr_rolfi/sounds/22325/'],['prelude_side.wav'],['mr_rolfi'],,"['August 25th, 2006']",[''],['-01:41']
1671,['https://freesound.org/people/mr_rolfi/sounds/22326/'],['thunder_siren.wav'],['mr_rolfi'],,"['August 25th, 2006']",[''],['-01:39']
1672,['https://freesound.org/people/mr_rolfi/sounds/22327/'],['heaviernow_side.wav'],['mr_rolfi'],,"['August 25th, 2006']",[''],['-03:39']
1673,['https://freesound.org/people/Anton/sounds/21704/'],['dakraam_regen_II.WAV'],['Anton'],,"['August 10th, 2006']",[''],['-01:20']
1674,['https://freesound.org/people/mr_rolfi/sounds/22387/'],['windy_lane.wav'],['mr_rolfi'],,"['August 28th, 2006']",[''],['-05:48']
1675,['https://freesound.org/people/Engine11RDenny/sounds/19175/'],['Engine_11_Part_3_Heavy T...'],['Engine11RDenny'],,"['May 24th, 2006']",[''],['-06:16']
1676,['https://freesound.org/people/Koops/sounds/19031/'],['Thunder_01.wav'],['Koops'],,"['May 16th, 2006']",[''],['-00:33']
1677,['https://freesound.org/people/Koops/sounds/18809/'],['Rain_Pouring_03_LOOP.wav'],['Koops'],,"['May 9th, 2006']",[''],['-00:15']
1678,['https://freesound.org/people/zidzid/sounds/397785/'],"['Thunderstorm, Phoenix AZ']",['zidzid'],,"['July 17th, 2017']",[''],['-07:53']
1679,['https://freesound.org/people/soundslikewillem/sounds/462854/'],['Wind through gap above w...'],['soundslikewillem'],,"['March 8th, 2019']",[''],['-10:49']
1680,['https://freesound.org/people/Garuda1982/sounds/636272/'],['rain at the small forest...'],['Garuda1982'],,"['June 1st, 2022']",[''],['-04:25']
1681,['https://freesound.org/people/sidequesting/sounds/509044/'],['Rain In Car.wav'],['sidequesting'],,"['March 16th, 2020']",['The sound of rain on the roof of my car.'],['-04:08']
1682,['https://freesound.org/people/200154michaela/sounds/542455/'],['Rain Ambiance.wav'],['200154michaela'],,"['November 4th, 2020']",[''],['-02:28']
1683,['https://freesound.org/people/AbrahamRahardja/sounds/531525/'],['int_lightdrizzle_bedroom...'],['AbrahamRahardja'],,"['August 20th, 2020']",[''],['-03:23']
1684,['https://freesound.org/people/Bansemer/sounds/647422/'],['thunder.WAV'],['Bansemer'],,"['August 19th, 2022']",[''],['-02:58']
1685,['https://freesound.org/people/kragdigital/sounds/473864/'],['DistantThunder.wav'],['kragdigital'],,"['June 2nd, 2019']",[''],['-00:34']
1686,['https://freesound.org/people/bruno.auzet/sounds/531041/'],['continuous thunderstorm.wav'],['bruno.auzet'],,"['August 18th, 2020']",[''],['-04:56']
1687,['https://freesound.org/people/bruno.auzet/sounds/664162/'],['soft rain drops.wav'],['bruno.auzet'],,"['December 12th, 2022']",[''],['-03:12']
1688,['https://freesound.org/people/khenshom/sounds/503282/'],['Room tone with hail fall...'],['khenshom'],,"['January 23rd, 2020']",[''],['-01:28']
1689,['https://freesound.org/people/AbrahamRahardja/sounds/531457/'],['int_lightdrizzle_bedroom...'],['AbrahamRahardja'],,"['August 19th, 2020']",[''],['-04:32']
1690,['https://freesound.org/people/klankbeeld/sounds/392640/'],['Indoor rain on roof 1705...'],['klankbeeld'],,"['May 14th, 2017']",[''],['-02:29']
1691,['https://freesound.org/people/Eelke/sounds/462845/'],['rain on tent 01'],['Eelke'],,"['March 8th, 2019']",[''],['-02:32']
1692,['https://freesound.org/people/bmccoy2/sounds/241268/'],"['Thunderstorm in Lincoln,...']",['bmccoy2'],,"['June 26th, 2014']",[''],['-25:55']
1693,['https://freesound.org/people/Niedec/sounds/250272/'],['Five Minutes of Rain (wi...'],['Niedec'],,"['October 2nd, 2014']",[''],['-05:31']
1694,['https://freesound.org/people/Motion_S/sounds/218386/'],['Whistling Wind.wav'],['Motion_S'],,"['February 10th, 2014']",[''],['-00:02']
1695,['https://freesound.org/people/csengeri/sounds/432166/'],['9th June 2018 thundersto...'],['csengeri'],,"['June 9th, 2018']",[''],['-127:12']
1696,['https://freesound.org/people/Worldsday/sounds/451631/'],['Thunderstorm at Night'],['Worldsday'],,"['December 9th, 2018']","['A light thunderstorm in Carrboro, NC. Not too much wind or heavy rain, but some very good thunder claps. As …']",['-63:46']
1697,['https://freesound.org/people/courter/sounds/448253/'],['Thunderstorm in Hotel.mp3'],['courter'],,"['November 18th, 2018']",[''],['-35:13']
1698,['https://freesound.org/people/Tom_Kaszuba/sounds/661594/'],['Rain inside car.'],['Tom_Kaszuba'],,"['November 28th, 2022']",[''],['-29:04']
1699,['https://freesound.org/people/doom.blu/sounds/609155/'],['30min_Thunderstorm.wav'],['doom.blu'],,"['November 20th, 2021']",[''],['-28:04']
1700,['https://freesound.org/people/DocSmilax/sounds/473534/'],['Heavy raining.MP3'],['DocSmilax'],,"['May 28th, 2019']",[''],['-25:00']
1701,['https://freesound.org/people/Xulie/sounds/427395/'],['Oklahoma Spring Thunder ...'],['Xulie'],,"['May 3rd, 2018']",[''],['-22:04']
1702,['https://freesound.org/people/csengeri/sounds/431667/'],['2nd June 2018 thundersto...'],['csengeri'],,"['June 2nd, 2018']",[''],['-189:36']
1703,['https://freesound.org/people/arczi19/sounds/411469/'],['Thunderstorm sound'],['arczi19'],,"['November 20th, 2017']",[''],['-24:00']
1704,['https://freesound.org/people/csengeri/sounds/435216/'],['21st July 2018 thunderstorm'],['csengeri'],,"['July 22nd, 2018']",[''],['-72:33']
1705,['https://freesound.org/people/joedeshon/sounds/430765/'],['long_easy_rain_08.wav'],['joedeshon'],,"['May 23rd, 2018']",[''],['-24:15']
1706,['https://freesound.org/people/Froggerbottom/sounds/607074/'],['Rain and tin roof.m4a'],['Froggerbottom'],,"['November 4th, 2021']",[''],['-24:52']
1707,['https://freesound.org/people/jmanwierd/sounds/454573/'],['Ambient rain and thunder...'],['jmanwierd'],,"['December 18th, 2018']",[''],['-32:00']
1708,['https://freesound.org/people/Wildhorsemann/sounds/400382/'],['Distant Thunder and Wind...'],['Wildhorsemann'],,"['August 23rd, 2017']",[''],['-26:19']
1709,['https://freesound.org/people/csengeri/sounds/294441/'],['8th of July 2015 thunder...'],['csengeri'],,"['July 8th, 2015']",[''],['-54:53']
1710,['https://freesound.org/people/MeijstroAudio/sounds/377068/'],['Strong Wind'],['MeijstroAudio'],,"['January 18th, 2017']",[''],['-00:33']
1711,['https://freesound.org/people/IndigoStars/sounds/381821/'],['Heavy storm with rain (b...'],['IndigoStars'],,"['February 23rd, 2017']",['A recording I made using my 3dio binaural microphones (and ZoomH1 as the recorder). Set up the tripod near the …'],['-24:15']
1712,['https://freesound.org/people/felix.blume/sounds/437133/'],['Thunder and rain in sout...'],['felix.blume'],,"['August 17th, 2018']",[''],['-25:00']
1713,['https://freesound.org/people/csengeri/sounds/352224/'],['17th August 2016 thunder...'],['csengeri'],,"['August 17th, 2016']",[''],['-111:54']
1714,['https://freesound.org/people/oskarimn/sounds/433595/'],['Rain dripping'],['oskarimn'],,"['June 22nd, 2018']",[''],['-04:40']
1715,['https://freesound.org/people/MTsquared%20Productions/sounds/328358/'],['24 minutes of rain .wav'],['MTsquared Productions'],,"['November 10th, 2015']",[''],['-24:48']
1716,['https://freesound.org/people/csengeri/sounds/348523/'],['26th june 2016 night thu...'],['csengeri'],,"['June 27th, 2016']",[''],['-164:19']
1717,['https://freesound.org/people/VincentAntusch/sounds/533136/'],"['Thunderstorm in Lenk, Sw...']",['VincentAntusch'],,"['August 30th, 2020']",[''],['-62:26']
1718,['https://freesound.org/people/bruno.auzet/sounds/640195/'],['thunder and light rain i...'],['bruno.auzet'],,"['June 29th, 2022']",[''],['-04:13']
1719,['https://freesound.org/people/szegvari/sounds/579842/'],['Rain ZOOM0002 EQ'],['szegvari'],,"['July 9th, 2021']",[''],['-00:46']
1720,['https://freesound.org/people/finalCrystine/sounds/170471/'],['Windforce 4-5 wind'],['finalCrystine'],,"['November 25th, 2012']",[''],['-02:12']
1721,['https://freesound.org/people/NoiseCollector/sounds/4018/'],['synthwind.wav'],['NoiseCollector'],,"['July 11th, 2005']",[''],['-00:52']
1722,['https://freesound.org/people/RHumphries/sounds/2522/'],['rbh rain 04.wav'],['RHumphries'],,"['June 9th, 2005']",[''],['-01:25']
1723,['https://freesound.org/people/Walter_Odington/sounds/26220/'],['heavey rain.wav'],['Walter_Odington'],,"['November 24th, 2006']",[''],['-01:57']
1724,['https://freesound.org/people/pete668/sounds/22886/'],['Rain on the windscreen 3...'],['pete668'],,"['September 15th, 2006']",[''],['-01:22']
1725,['https://freesound.org/people/neilg/sounds/23403/'],['Thunderandcar_June2006.wav'],['neilg'],,"['October 5th, 2006']",[''],['-00:30']
1726,['https://freesound.org/people/wildsolution/sounds/22692/'],['Thunderstrike.aif'],['wildsolution'],,"['September 8th, 2006']","['I was recording sounds of a summer storm from inside a garage with the garage doors open. As it happens, …']",['-02:00']
1727,['https://freesound.org/people/neilg/sounds/23405/'],['rainonleaves_June2006.wav'],['neilg'],,"['October 5th, 2006']",[''],['-01:42']
1728,['https://freesound.org/people/neilg/sounds/23402/'],['Thunder_August2006.wav'],['neilg'],,"['October 5th, 2006']",[''],['-00:48']
1729,['https://freesound.org/people/richwise/sounds/584946/'],['Distant rumbles'],['richwise'],,"['August 27th, 2021']",[''],['-02:00']
1730,['https://freesound.org/people/titi2/sounds/571245/'],['heavy_rain_210511_0081.mp3'],['titi2'],,"['May 14th, 2021']",[''],['-03:13']
1731,['https://freesound.org/people/EmpressAnastasia79/sounds/580879/'],['01 thunderstorm.ogg'],['EmpressAnastasia79'],,"['July 21st, 2021']",[''],['-00:20']
1732,['https://freesound.org/people/blackheathbugle/sounds/56768/'],['thunder.wav'],['blackheathbugle'],,"['July 9th, 2008']",[''],['-00:55']
1733,['https://freesound.org/people/csengeri/sounds/56745/'],['Closethunder20080707.wav'],['csengeri'],,"['July 9th, 2008']",[''],['-00:30']
1734,['https://freesound.org/people/blackheathbugle/sounds/56743/'],['thunder.mp3'],['blackheathbugle'],,"['July 9th, 2008']",[''],['-00:55']
1735,['https://freesound.org/people/ckjzam/sounds/457153/'],['Rain on window'],['ckjzam'],,"['January 22nd, 2019']",[''],['-00:44']
1736,['https://freesound.org/people/tessrct/sounds/645557/'],['rain2.wav'],['tessrct'],,"['August 2nd, 2022']",[''],['-02:49']
1737,['https://freesound.org/people/JonnyThePonny/sounds/393642/'],"['Thunder, rain and everyd...']",['JonnyThePonny'],,"['May 21st, 2017']",[''],['-64:00']
1738,['https://freesound.org/people/therover/sounds/463808/'],"['Orages, pluies et tonner...']",['therover'],,"['March 17th, 2019']",[''],['-05:49']
1739,['https://freesound.org/people/Analog%20Bleep%20Ten/sounds/75825/'],['Howling Wind on Street.wav'],['Analog Bleep Ten'],,"['July 18th, 2009']",[''],['-00:13']
1740,['https://freesound.org/people/audible-edge/sounds/78377/'],['AE0094 Vehicles passing ...'],['audible-edge'],,"['August 29th, 2009']",[''],['-04:00']
1741,['https://freesound.org/people/FaireDesVagues/sounds/78361/'],['fdv_tonnerre.wav'],['FaireDesVagues'],,"['August 29th, 2009']","['A heavy thunder in a silence night. Recorded with a Zoom H2 using front built-in microphones, in 24 august 2009, …']",['-01:25']
1742,['https://freesound.org/people/sandyrb/sounds/86358/'],['RAIN STICK B 001.wav'],['sandyrb'],,"['December 23rd, 2009']",[''],['-00:04']
1743,['https://freesound.org/people/Omar%20Alvarado/sounds/87472/'],['wind.mp3'],['Omar Alvarado'],,"['January 10th, 2010']",[''],['-03:33']
1744,['https://freesound.org/people/Simon%20Spiers/sounds/634734/'],['Ninety minutes of rainfa...'],['Simon Spiers'],,"['May 20th, 2022']",[''],['-95:10']
1745,['https://freesound.org/people/TRP/sounds/616985/'],"['210908 Rain, heavy then ...']",['TRP'],,"['January 31st, 2022']",[''],['-86:40']
1746,['https://freesound.org/people/Garuda1982/sounds/635219/'],['intense thunderstorm wit...'],['Garuda1982'],,"['May 25th, 2022']",[''],['-13:29']
1747,['https://freesound.org/people/juan%20pablo%20escobar%20plaza/sounds/679036/'],"['thunder, trueno 1.wav']",['juan pablo escobar plaza'],,"['March 16th, 2023']",[''],['-01:38']
1748,['https://freesound.org/people/AsdfgOrt/sounds/512371/'],['Siren-1.aiff'],['AsdfgOrt'],,"['April 8th, 2020']",[''],['-00:18']
1749,['https://freesound.org/people/bashrambali/sounds/448196/'],['Wind and rain in Iceland...'],['bashrambali'],,"['November 17th, 2018']",[''],['-03:16']
1750,['https://freesound.org/people/Stevious42/sounds/259627/'],['Rain on Car Roof 2.wav'],['Stevious42'],,"['December 28th, 2014']",[''],['-00:20']
1751,['https://freesound.org/people/xkeril/sounds/673266/'],['Forest snow falling and ...'],['xkeril'],,"['February 6th, 2023']",[''],['-00:58']
1752,['https://freesound.org/people/krakenkraft/sounds/546801/'],['Thunder and rain 20 Minu...'],['krakenkraft'],,"['December 2nd, 2020']",[''],['-20:00']
1753,['https://freesound.org/people/szegvari/sounds/571360/'],['Night in Castle.wav'],['szegvari'],,"['May 15th, 2021']",[''],['-02:32']
1754,['https://freesound.org/people/Garuda1982/sounds/563288/'],['Wind kite flying atmo so...'],['Garuda1982'],,"['March 13th, 2021']",[''],['-02:59']
1755,['https://freesound.org/people/rentless/sounds/567887/'],['Strong Wind Sound Scape'],['rentless'],,"['April 13th, 2021']",[''],['-00:10']
1756,['https://freesound.org/people/Sanderboah/sounds/669859/'],['cold mood.wav'],['Sanderboah'],,"['January 15th, 2023']",['this sounds cold'],['-01:16']
1757,['https://freesound.org/people/sqeeeek/sounds/381853/'],['wind_gust_short_sqeeeek.wav'],['sqeeeek'],,"['February 23rd, 2017']",[''],['-00:02']
1758,['https://freesound.org/people/kl0z/sounds/351227/'],['Trueno0.wav'],['kl0z'],,"['July 30th, 2016']",[''],['-00:55']
1759,['https://freesound.org/people/onionbob/sounds/479950/'],['Thunder and rain'],['onionbob'],,"['August 18th, 2019']",[''],['-21:16']
1760,['https://freesound.org/people/DragishaRambo21/sounds/345920/'],['thunder.mp3'],['DragishaRambo21'],,"['May 16th, 2016']",[''],['-00:03']
1761,['https://freesound.org/people/paisagemsonoraunila/sounds/346485/'],['rain - chuva - água - wa...'],['paisagemsonoraunila'],,"['May 28th, 2016']",[''],['-09:06']
1762,['https://freesound.org/people/alexdarek/sounds/583742/'],['Lightning strike'],['alexdarek'],,"['August 17th, 2021']",[''],['-00:20']
1763,['https://freesound.org/people/macdaddyno1/sounds/396484/'],['Big rain drops (1).MP3'],['macdaddyno1'],,"['June 30th, 2017']",[''],['-00:10']
1764,['https://freesound.org/people/neolein/sounds/474256/'],['Rain and Thunderstorm'],['neolein'],,"['June 8th, 2019']",[''],['-08:46']
1765,['https://freesound.org/people/szegvari/sounds/540838/'],['Storm noise'],['szegvari'],,"['October 23rd, 2020']",[''],['-00:27']
1766,['https://freesound.org/people/yaplasut1843/sounds/523300/'],['RAIN_ed.wav'],['yaplasut1843'],,"['June 21st, 2020']",[''],['-00:12']
1767,['https://freesound.org/people/Maemi_no_yume/sounds/398623/'],['chuva 3.wav'],['Maemi_no_yume'],,"['July 31st, 2017']",[''],['-00:58']
1768,['https://freesound.org/people/kevp888/sounds/573289/'],['210523_1598_FR_StrongWin...'],['kevp888'],,"['May 30th, 2021']",[''],['-00:33']
1769,['https://freesound.org/people/bajko/sounds/399656/'],['sfx_thunder blast.wav'],['bajko'],,"['August 16th, 2017']",[''],['-00:17']
1770,['https://freesound.org/people/Maurice_J_K/sounds/395463/'],['Soft rain'],['Maurice_J_K'],,"['June 15th, 2017']",[''],['-00:14']
1771,['https://freesound.org/people/DominikBraun/sounds/495525/'],['Lightning (thunderbolt)'],['DominikBraun'],,"['November 30th, 2019']",['The sound of lightning created with a synthesizer.'],['-00:04']
1772,['https://freesound.org/people/mikahiironniemi/sounds/426045/'],['Rain & Thunder.wav'],['mikahiironniemi'],,"['April 21st, 2018']",[''],['-08:56']
1773,['https://freesound.org/people/gynation/sounds/82366/'],['Rain on Car Hood.WAV'],['gynation'],,"['October 28th, 2009']",[''],['-00:21']
1774,['https://freesound.org/people/ra_gun/sounds/82270/'],['Wind-sea 03-091007.wav'],['ra_gun'],,"['October 26th, 2009']",[''],['-00:28']
1775,['https://freesound.org/people/Nightrunex/sounds/222601/'],['LightningIntoThunder.wav'],['Nightrunex'],,"['March 11th, 2014']",[''],['-00:16']
1776,['https://freesound.org/people/ra_gun/sounds/82268/'],['Wind-sea 01-091007.wav'],['ra_gun'],,"['October 26th, 2009']",[''],['-00:20']
1777,['https://freesound.org/people/ra_gun/sounds/82269/'],['Wind-sea 02-091007.wav'],['ra_gun'],,"['October 26th, 2009']",[''],['-00:20']
1778,['https://freesound.org/people/ra_gun/sounds/82267/'],['Wind-inside car-091007.wav'],['ra_gun'],,"['October 26th, 2009']",[''],['-02:33']
1779,['https://freesound.org/people/ra_gun/sounds/82271/'],['Wind-sea 04-091007.wav'],['ra_gun'],,"['October 26th, 2009']",[''],['-01:09']
1780,['https://freesound.org/people/Soundatic/sounds/244109/'],['Lluvia_torrencial_y_torm...'],['Soundatic'],,"['August 3rd, 2014']",[''],['-10:01']
1781,['https://freesound.org/people/foad/sounds/243614/'],['Thunderstorm lightning s...'],['foad'],,"['July 27th, 2014']",[''],['-00:48']
1782,['https://freesound.org/people/FlatHill/sounds/237728/'],['Various Rain and Thunder'],['FlatHill'],,"['May 13th, 2014']",[''],['-09:00']
1783,['https://freesound.org/people/emersonfd/sounds/240558/'],['thunderstorm - close lig...'],['emersonfd'],,"['June 12th, 2014']",[''],['-05:08']
1784,['https://freesound.org/people/samesamesame/sounds/242889/'],['Rain from Indoors - Perf...'],['samesamesame'],,"['July 19th, 2014']",[''],['-00:48']
1785,['https://freesound.org/people/ra_gun/sounds/79269/'],['Ambience-summer rain 04-...'],['ra_gun'],,"['September 11th, 2009']",[''],['-00:38']
1786,['https://freesound.org/people/csengeri/sounds/78656/'],['thunder040909.wav'],['csengeri'],,"['September 5th, 2009']","['Loudest thunder from 4th September 2009 thunderstorm. Recorded by MP3 player. Recorded in Pécel, Hungary.']",['-00:47']
1787,['https://freesound.org/people/beanogreen/sounds/613973/'],['Thunder Storm.wav'],['beanogreen'],,"['January 6th, 2022']",[''],['-00:17']
