,sounds,species,latitude,longitude
2361,X03814,Cracticus nigrogularis,"""-33.1449""","""149.9814"""
2362,X02425,Rhipidura leucophrys,"""-33.1171""","""150.1566"""
2363,X02410,Phaps chalcoptera,"""-33.1341""","""150.1358"""
2364,X00882,Caligavis chrysops,"""-33.3814""","""149.8849"""
2365,X04118,Psophodes nigrogularis,"""-34.7877""","""135.8036"""
2366,X04120,Psophodes nigrogularis,"""-34.7852""","""135.8063"""
2367,X00826,Anthochaera phrygia,"""-33.1449""","""149.9814"""
2368,X03038,Ceyx azureus,"""-33.0522""","""150.1722"""
2369,X03011,Aegotheles cristatus,"""-33.1449""","""149.9814"""
2370,X03182,Pyrrholaemus sagittata,"""-33.1449""","""149.9814"""
2371,X02582,Spilopelia chinensis,"""-29.4079""","""153.3503"""
2372,X00658,Gerygone fusca,"""-33.1449""","""149.9814"""
2373,X00332,Elseyornis melanops,"""-33.1449""","""149.9814"""
2374,X03552,Ptilotula penicillata,"""-33.1384""","""150.1269"""
2375,X04185,Psophodes nigrogularis,"""-35.0""","""118.2"""
2376,X01606,Zosterops lateralis,"""-33.1449""","""149.9814"""
2377,X01208,Pachycephala rufiventris,"""-33.1449""","""149.9814"""
2378,X01271,Myiagra rubecula,"""-33.1449""","""149.9814"""
2379,X02616,Anthochaera chrysoptera,"""-28.5405""","""153.5495"""
2380,X02616,Anthochaera chrysoptera,"""-28.5405""","""153.5495"""
2381,X02948,Ninox boobook,"""-33.1449""","""149.9814"""
2382,X02381,Ptilotula fusca,"""-33.1801""","""150.1256"""
2383,X00497,Eudynamys orientalis,"""-33.1449""","""149.9814"""
2384,X03338,Philemon corniculatus,"""-33.1449""","""149.9814"""
2385,X00164,Phaneropterinae sp.,"""-33.3814""","""149.8849"""
2386,X02152,Caligavis chrysops,"""-33.1171""","""150.1566"""
2387,X01600,Cincloramphus mathewsi,"""-33.1449""","""149.9814"""
2388,X00972,Acanthorhynchus tenuirostris,"""-33.1101""","""150.0567"""
2389,X01060,Petroica goodenovii,"""-33.1449""","""149.9814"""
2390,X02352,Aegotheles cristatus,"""-33.1801""","""150.1256"""
2391,X01681,Menura novaehollandiae,"""-33.3209""","""150.1182"""
2392,X04090,Trichosurus vulpecula,"""-33.1449""","""149.9814"""
2393,X01264,Myiagra rubecula,"""-33.3814""","""149.8849"""
2394,X02778,Hieraaetus morphnoides,"""-33.0522""","""150.1722"""
2395,X03072,Menura novaehollandiae,"""-33.1101""","""150.0567"""
2396,X01248,Colluricincla harmonica,"""-33.3814""","""149.8849"""
2397,X01595,Poodytes gramineus,"""-32.0854""","""115.8294"""
2398,X04332,Litoria serrata,"""-16.98053""","""145.63499"""
2399,X04125,Psophodes nigrogularis,"""-34.7857""","""135.8021"""
2400,X02793,Elseyornis melanops,"""-33.1449""","""149.9814"""
2401,X04315,Litoria serrata,"""-16.93669""","""145.61621"""
2402,X00173,Gryllidae sp.,"""-33.3814""","""149.8849"""
2403,X02373,Strepera graculina,"""-33.1341""","""150.1358"""
2404,X03544,Ptilotula penicillata,"""-33.0522""","""150.1722"""
2405,X04083,Notamacropus rufogriseus,"""-33.1449""","""149.9814"""
2406,X03040,Dacelo novaeguineae,"""-33.1341""","""150.1358"""
2407,X03389,Anthochaera phrygia,"""-33.0522""","""150.1722"""
2408,X02953,Ninox boobook,"""-33.1449""","""149.9814"""
2409,X02276,Scythrops novaehollandiae,"""-33.1341""","""150.1358"""
2410,X02543,Manorina melanocephala,"""-31.8241""","""149.7198"""
2411,X03995,Gryllidae sp.,"""-33.1449""","""149.9814"""
2412,X03695,Colluricincla harmonica,"""-33.1449""","""149.9814"""
2413,X02558,Rhipidura leucophrys,"""-33.1449""","""149.9814"""
2414,X03867,Strepera graculina,"""-33.1449""","""149.9814"""
2415,X02440,Philemon corniculatus,"""-33.1801""","""150.1256"""
2416,X01532,Neochmia temporalis,"""-33.1449""","""149.9814"""
2417,X02194,Caligavis chrysops,"""-33.1171""","""150.1566"""
2418,X03596,Microeca fascinans,"""-33.1449""","""149.9814"""
2419,X00386,Eolophus roseicapilla,"""-31.8241""","""149.7198"""
2420,X02925,Scythrops novaehollandiae,"""-33.1449""","""149.9814"""
2421,X00957,Phylidonyris pyrrhopterus,"""-33.3814""","""149.8849"""
2422,X00891,Caligavis chrysops,"""-33.1449""","""149.9814"""
2423,X00378,Callocephalon fimbriatum,"""-33.11""","""150.05"""
2424,X04069,Macropus giganteus,"""-33.1449""","""149.9814"""
2425,X02315,Corvus coronoides,"""-33.1341""","""150.1358"""
2426,X01158,Eopsaltria australis,"""-28.3667""","""153.0833"""
2427,X04284,Litoria serrata,"""-16.96921""","""145.62697"""
2428,X00999,Microeca flavigaster,"""-12.1761""","""132.2409"""
2429,X00272,Radjah radjah,"""-13.5436""","""131.3756"""
2430,X02624,Neophema pulchella,"""-33.18""","""150.13"""
2431,X00356,Geopelia placida,"""-19.0236""","""138.7097"""
2432,X02767,Tachybaptus novaehollandiae,"""-33.1449""","""149.9814"""
2433,X03694,Colluricincla harmonica,"""-33.1449""","""149.9814"""
2434,X01749,Menura novaehollandiae,"""-33.3209""","""150.1182"""
2435,X03158,Malurus cyaneus,"""-33.1449""","""149.9814"""
2436,X00825,Anthochaera phrygia,"""-33.1449""","""149.9814"""
2437,X02293,Caligavis chrysops,"""-33.1341""","""150.1358"""
2438,X02507,Acanthiza reguloides,"""-33.1341""","""150.1358"""
2439,X02441,Microeca fascinans,"""-33.1801""","""150.1256"""
2440,X01127,Poecilodryas superciliosa,"""-18.7395""","""138.3191"""
2441,X01040,Petroica goodenovii,"""-33.1449""","""149.9814"""
2442,X01401,Cracticus nigrogularis,"""-33.1449""","""149.9814"""
2443,X03464,Anthochaera phrygia,"""-33.1449""","""149.9814"""
2444,X01064,Petroica goodenovii,"""-33.1449""","""149.9814"""
2445,X03827,Gymnorhina tibicen,"""-33.1449""","""149.9814"""
2446,X00542,Cormobates leucophaea,"""-33.1449""","""149.9814"""
2447,X03070,Menura novaehollandiae,"""-33.1101""","""150.0567"""
2448,X02216,Dacelo novaeguineae,"""-33.1341""","""150.1358"""
2449,X02935,Ninox boobook,"""-33.1449""","""149.9814"""
2450,X02621,Acanthagenys rufogularis,"""-33.1449""","""149.9814"""
2451,X02922,Scythrops novaehollandiae,"""-33.1449""","""149.9814"""
2452,X00383,Eolophus roseicapilla,"""-13.3126""","""132.4231"""
2453,X00429,Barnardius zonarius,"""-31.9606""","""115.8535"""
2454,X01786,Corvus coronoides,"""-33.1449""","""149.9814"""
2455,X04164,Psophodes nigrogularis,"""-35.1601""","""137.0716"""
2456,X03197,Pyrrholaemus sagittata,"""-33.1449""","""149.9814"""
2457,X03447,Anthochaera phrygia,"""-33.1519""","""150.1279"""
2458,X02874,Alisterus scapularis,"""-33.1341""","""150.1358"""
2459,X04289,Litoria serrata,"""-16.96921""","""145.62697"""
2460,X04337,Litoria serrata,"""-16.98053""","""145.63499"""
2461,X02448,Malurus cyaneus,"""-33.1801""","""150.1256"""
2462,X01068,Petroica goodenovii,"""-33.1449""","""149.9814"""
2463,X01303,Myiagra inquieta,"""-19.0236""","""138.7097"""
2464,X03554,Ptilotula penicillata,"""-33.1519""","""150.1279"""
2465,X00895,Gavicalis virescens,"""-32.0854""","""115.8294"""
2466,X03193,Pyrrholaemus sagittata,"""-33.1449""","""149.9814"""
2467,X02530,Leucosarcia melanoleuca,"""-29.4079""","""153.3503"""
2468,X00627,Pyrrholaemus sagittata,"""-33.1449""","""149.9814"""
2469,X02721,Litoria caerulea,"""-33.1449""","""149.9814"""
2470,X02491,Philemon corniculatus,"""-33.1341""","""150.1358"""
2471,X04101,Trichosurus vulpecula,"""-33.1449""","""149.9814"""
2472,X02853,Glossopsitta concinna,"""-33.1449""","""149.9814"""
2473,X02202,Limnodynastes dumerilii,"""-33.1449""","""149.9814"""
2474,X01747,Menura novaehollandiae,"""-33.3814""","""149.885"""
2475,X02131,Rhipidura leucophrys,"""-33.1171""","""150.1566"""
2476,X03597,Microeca fascinans,"""-33.1341""","""150.1358"""
2477,X01463,Corvus mellori,"""-33.1449""","""149.9814"""
2478,X03113,Menura novaehollandiae,"""-33.1385""","""150.0593"""
2479,X01800,Limnodynastes tasmaniensis,"""-33.3814""","""149.885"""
2480,X01129,Poecilodryas superciliosa,"""-18.7395""","""138.3191"""
2481,X01292,Myiagra inquieta,"""-18.0712""","""139.7799"""
2482,X02205,Dicaeum hirundinaceum,"""-33.1449""","""149.9814"""
2483,X03687,Colluricincla harmonica,"""-33.1449""","""149.9814"""
2484,X00594,Pardalotus striatus,"""-16.2794""","""136.0896"""
2485,X00510,Podargus strigoides,"""-33.1449""","""149.9814"""
2486,X03758,Sphecotheres vieilloti,"""-29.4079""","""153.3503"""
2487,X02211,Psephotus haematonotus,"""-33.1341""","""150.1358"""
2488,X02104,Dacelo novaeguineae,"""-33.1449""","""149.9814"""
2489,X00780,Philemon corniculatus,"""-33.1449""","""149.9814"""
2490,X03249,Acanthiza pusilla,"""-33.1449""","""149.9814"""
2491,X03322,Philemon corniculatus,"""-33.1519""","""150.1279"""
2492,X03415,Anthochaera phrygia,"""-30.4511""","""151.2195"""
2493,X01333,Rhipidura leucophrys,"""-33.1449""","""149.9814"""
2494,X02740,Litoria caerulea,"""-33.1449""","""149.9814"""
2495,X01612,Zosterops lateralis,"""-33.1101""","""150.0567"""
2496,X03882,Strepera versicolor,"""-33.1449""","""149.9814"""
2497,X03741,Coracina novaehollandiae,"""-33.1519""","""150.1279"""
2498,X02101,Eopsaltria australis,"""-33.1449""","""149.9814"""
2499,X00676,Acanthiza apicalis,"""-24.2004""","""132.8231"""
2500,X02376,Geopelia placida,"""-33.1801""","""150.1256"""
2501,X00305,Antigone rubicunda,"""-16.2794""","""136.0896"""
2502,X03477,Manorina melanocephala,"""-33.1341""","""150.1358"""
2503,X02764,Anas superciliosa,"""-33.1449""","""149.9814"""
2504,X00111,Limnodynastes tasmaniensis,"""-33.3814""","""149.885"""
2505,X00107,Rhinella marina,"""-18.6712""","""139.2359"""
2506,X02849,Glossopsitta concinna,"""-33.1341""","""150.1358"""
2507,X00636,Smicrornis brevirostris,"""-33.1449""","""149.9814"""
2508,X02702,Ninox boobook,"""-33.1449""","""149.9814"""
2509,X04158,Psophodes nigrogularis,"""-34.9072""","""135.6844"""
2510,X02431,Caligavis chrysops,"""-33.1341""","""150.1358"""
2511,X02360,Cormobates leucophaea,"""-33.1171""","""150.1566"""
2512,X03678,Pachycephala rufiventris,"""-33.1801""","""150.1256"""
2513,X00884,Caligavis chrysops,"""-33.3814""","""149.8849"""
2514,X01202,Pachycephala rufiventris,"""-33.1449""","""149.9814"""
2515,X03935,Acrocephalus australis,"""-33.4123""","""150.0799"""
2516,X02902,Neophema pulchella,"""-33.14""","""150.12"""
2517,X04102,Trichosurus vulpecula,"""-33.1449""","""149.9814"""
2518,X00879,Territornis albilineata,"""-13.2718""","""132.8257"""
2519,X02283,Philemon corniculatus,"""-33.1341""","""150.1358"""
2520,X01408,Gymnorhina tibicen,"""-33.3814""","""149.8849"""
2521,X01231,Colluricincla harmonica,"""-18.6712""","""139.2359"""
2522,X01516,Aidemosyne modesta,"""-33.1449""","""149.9814"""
2523,X03370,Anthochaera phrygia,"""-33.0522""","""150.1722"""
2524,X03356,Philemon corniculatus,"""-33.1449""","""149.9814"""
2525,X02855,Glossopsitta concinna,"""-33.1449""","""149.9814"""
2526,X02446,Philemon corniculatus,"""-33.1801""","""150.1256"""
2527,X02811,Ocyphaps lophotes,"""-33.1341""","""150.1358"""
2528,X00611,Sericornis frontalis,"""-33.3814""","""149.8849"""
2529,X00515,Aegotheles cristatus,"""-33.1449""","""149.9814"""
2530,X00798,Philemon corniculatus,"""-33.1449""","""149.9814"""
2531,X01373,Oriolus sagittatus,"""-33.1806""","""150.2364"""
2532,X04258,Litoria serrata,"""-16.95198""","""145.61961"""
2533,X03901,Corvus coronoides,"""-33.1449""","""149.9814"""
2534,X03776,Cracticus torquatus,"""-33.1341""","""150.1358"""
2535,X00771,Philemon corniculatus,"""-33.1449""","""149.9814"""
2536,X02538,Corvus mellori,"""-31.8241""","""149.7198"""
2537,X02405,Corvus coronoides,"""-33.1341""","""150.1358"""
2538,X02652,Ptilotula penicillata,"""-33.1341""","""150.1358"""
2539,X00461,Heteroscenes pallidus,"""-33.1449""","""149.9814"""
2540,X01063,Petroica goodenovii,"""-33.1449""","""149.9814"""
2541,X00390,Lophochroa leadbeateri,"""-24.2579""","""131.5626"""
2542,X02008,Psophodes cristatus,"""-31.8149""","""141.3496"""
2543,X02798,Spilopelia chinensis,"""-29.4079""","""153.3503"""
2544,X00828,Anthochaera phrygia,"""-33.1449""","""149.9814"""
2545,X02173,Petroica goodenovii,"""-33.1449""","""149.9814"""
2546,X01414,Gymnorhina tibicen,"""-33.1449""","""149.9814"""
2547,X03584,Acanthorhynchus tenuirostris,"""-33.1171""","""150.1566"""
2548,X00702,Acanthiza nana,"""-33.1449""","""149.9814"""
2549,X00781,Philemon corniculatus,"""-33.1449""","""149.9814"""
2550,X03264,Acanthiza reguloides,"""-33.1449""","""149.9814"""
2551,X01383,Artamus minor,"""-23.4406""","""144.2511"""
2552,X03036,Aegotheles cristatus,"""-33.1449""","""149.9814"""
2553,X00715,Anthochaera carunculata,"""-32.8344""","""150.2058"""
2554,X02364,Eopsaltria australis,"""-33.1341""","""150.1358"""
2555,X03783,Cracticus torquatus,"""-33.1341""","""150.1358"""
2556,X00269,Biziura lobata,"""-32.0854""","""115.8294"""
2557,X02829,Calyptorhynchus lathami,"""-33.1""","""150.0"""
2558,X00219,Caelifera sp.,"""-33.1449""","""149.9814"""
2559,X03657,Pachycephala rufiventris,"""-33.1449""","""149.9814"""
2560,X03657,Pachycephala rufiventris,"""-33.1449""","""149.9814"""
2561,X04322,Litoria serrata,"""-16.98053""","""145.63499"""
2562,X00753,Philemon corniculatus,"""-33.1449""","""149.9814"""
2563,X04131,Psophodes nigrogularis,"""-34.963""","""135.9503"""
2564,X04245,Litoria serrata,"""-16.94032""","""145.60518"""
2565,X00552,Climacteris picumnus,"""-33.1449""","""149.9814"""
2566,X01182,Pachycephala inornata,"""-33.1449""","""149.9814"""
2567,X04042,Microchiroptera sp.,"""-33.1449""","""149.9814"""
2568,X01097,Melanodryas cucullata,"""-33.1449""","""149.9814"""
2569,X01214,Pachycephala rufiventris,"""-33.1449""","""149.9814"""
2570,X00979,Myzomela sanguinolenta,"""-33.1449""","""149.9814"""
2571,X01234,Colluricincla harmonica,"""-18.6712""","""139.2359"""
2572,X03840,Gymnorhina tibicen,"""-33.1449""","""149.9814"""
2573,X04167,Psophodes nigrogularis,"""-35.2777""","""136.9371"""
2574,X00698,Acanthiza nana,"""-33.1449""","""149.9814"""
2575,X01106,Eopsaltria australis,"""-33.1449""","""149.9814"""
2576,X02815,Geopelia placida,"""-33.1449""","""149.9814"""
2577,X02912,Chalcites osculans,"""-33.1449""","""149.9814"""
2578,X00527,Todiramphus macleayii,"""-13.8889""","""132.7813"""
2579,X02231,Malurus cyaneus,"""-33.1341""","""150.1358"""
2580,X00498,Scythrops novaehollandiae,"""-33.1449""","""149.9814"""
2581,X00215,Caelifera sp.,"""-33.1449""","""149.9814"""
2582,X01545,Carduelis carduelis,"""-33.3814""","""149.8849"""
2583,X03003,Aegotheles cristatus,"""-33.1449""","""149.9814"""
2584,X00504,Ninox connivens,"""-12.6539""","""131.7142"""
2585,X02737,Limnodynastes tasmaniensis,"""-33.1341""","""150.1358"""
2586,X00467,Cacomantis flabelliformis,"""-33.1449""","""149.9814"""
2587,X03161,Pardalotus punctatus,"""-33.1449""","""149.9814"""
2588,X00612,Sericornis frontalis,"""-33.3814""","""149.8849"""
2589,X04169,Psophodes nigrogularis,"""-35.2794""","""136.9394"""
2590,X04186,Psophodes nigrogularis,"""-35.0""","""118.2"""
2591,X00660,Gerygone olivacea,"""-17.7668""","""141.1166"""
2592,X00622,Pyrrholaemus sagittata,"""-33.1449""","""149.9814"""
2593,X00943,Melithreptus albogularis,"""-13.3126""","""132.4231"""
2594,X03600,Petroica boodang,"""-33.1449""","""149.9814"""
2595,X00606,Sericornis frontalis,"""-33.3814""","""149.8849"""
2596,X01065,Petroica goodenovii,"""-33.1449""","""149.9814"""
2597,X02371,Cormobates leucophaea,"""-33.1341""","""150.1358"""
2598,X03297,Anthochaera carunculata,"""-33.1449""","""149.9814"""
2599,X00590,Pardalotus striatus,"""-33.1449""","""149.9814"""
2600,X00744,Philemon argenticeps,"""-17.4549""","""138.3563"""
2601,X03925,Aidemosyne modesta,"""-33.1449""","""149.9814"""
2602,X02187,Corvus coronoides,"""-33.1341""","""150.1358"""
2603,X03256,Acanthiza reguloides,"""-33.1449""","""149.9814"""
2604,X01513,Neochmia phaeton,"""-18.6712""","""139.2359"""
2605,X03220,Smicrornis brevirostris,"""-33.1449""","""149.9814"""
2606,X03165,Pardalotus punctatus,"""-33.1449""","""149.9814"""
2607,X02602,Eurystomus orientalis,"""-30.4511""","""151.2195"""
2608,X01242,Colluricincla harmonica,"""-13.4935""","""132.5857"""
2609,X00714,Anthochaera carunculata,"""-33.3814""","""149.8849"""
2610,X00734,Philemon buceroides,"""-13.4935""","""132.5857"""
2611,X04029,Conocephalus upoluensis,"""-33.1449""","""149.9814"""
2612,X03460,Anthochaera phrygia,"""-33.1449""","""149.9814"""
2613,X01041,Petroica goodenovii,"""-33.1449""","""149.9814"""
2614,X02572,Austronomus australis,"""-33.1341""","""150.1358"""
2615,X03911,Corcorax melanorhamphos,"""-33.1341""","""150.1358"""
2616,X01141,Pomatostomus superciliosus,"""-33.1449""","""149.9814"""
2617,X04251,Litoria serrata,"""-16.95198""","""145.61961"""
2618,X03588,Myzomela sanguinolenta,"""-33.1449""","""149.9814"""
2619,X03833,Gymnorhina tibicen,"""-33.1449""","""149.9814"""
2620,X02805,Phaps elegans,"""-33.1449""","""149.9814"""
2621,X02938,Ninox boobook,"""-33.1449""","""149.9814"""
2622,X02842,Cacatua galerita,"""-33.1449""","""149.9814"""
2623,X01468,Corcorax melanorhamphos,"""-33.1449""","""149.9814"""
2624,X02634,Dacelo novaeguineae,"""-33.1341""","""150.1358"""
2625,X03902,Corvus mellori,"""-33.1449""","""149.9814"""
2626,X03021,Aegotheles cristatus,"""-33.1449""","""149.9814"""
2627,X03763,Artamus superciliosus,"""-33.1449""","""149.9814"""
2628,X01305,Grallina cyanoleuca,"""-13.8889""","""132.7813"""
2629,X03401,Anthochaera phrygia,"""-30.4511""","""151.2195"""
2630,X03350,Philemon corniculatus,"""-33.1449""","""149.9814"""
2631,X01309,Grallina cyanoleuca,"""-28.5405""","""153.5495"""
2632,X02599,Podargus strigoides,"""-33.1449""","""149.9814"""
2633,X03327,Philemon corniculatus,"""-33.1449""","""149.9814"""
2634,X04237,Litoria serrata,"""-16.93868""","""145.6106"""
2635,X00456,Heteroscenes pallidus,"""-33.1449""","""149.9814"""
2636,X02848,Glossopsitta concinna,"""-33.1341""","""150.1358"""
2637,X02518,Zoothera heinei,"""-29.4079""","""153.3503"""
2638,X03214,Smicrornis brevirostris,"""-33.1449""","""149.9814"""
2639,X00951,Lichmera indistincta,"""-18.6898""","""138.5305"""
2640,X01421,Gymnorhina tibicen,"""-33.1449""","""149.9814"""
2641,X01761,Menura novaehollandiae,"""-33.2737""","""149.8365"""
2642,X03702,Myiagra rubecula,"""-33.1171""","""150.1566"""
2643,X01229,Colluricincla harmonica,"""-19.0236""","""138.7097"""
2644,X02397,Pardalotus punctatus,"""-33.1341""","""150.1358"""
2645,X03503,Ptilotula fusca,"""-33.1341""","""150.1358"""
2646,X01670,Menura novaehollandiae,"""-33.3209""","""150.1182"""
2647,X00472,Cacomantis flabelliformis,"""-33.1449""","""149.9814"""
2648,X02236,Dacelo novaeguineae,"""-33.1341""","""150.1358"""
2649,X00929,Ptilotula penicillata,"""-33.1449""","""149.9814"""
2650,X00395,Nymphicus hollandicus,"""-16.1134""","""130.4233"""
2651,X00484,Chalcites basalis,"""-24.2004""","""132.8231"""
2652,X03952,Cicadidae sp.,"""-30.4511""","""151.2195"""
2653,X03218,Smicrornis brevirostris,"""-33.1449""","""149.9814"""
2654,X03032,Aegotheles cristatus,"""-33.1449""","""149.9814"""
2655,X03039,Ceyx azureus,"""-33.0522""","""150.1722"""
2656,X02575,Uperoleia laevigata,"""-33.1341""","""150.1358"""
2657,X02997,Aegotheles cristatus,"""-33.1449""","""149.9814"""
2658,X00873,Manorina melanocephala,"""-33.1449""","""149.9814"""
2659,X00579,Pardalotus rubricatus,"""-24.2004""","""132.8231"""
2660,X01266,Myiagra rubecula,"""-33.3814""","""149.8849"""
2661,X00279,Tachybaptus novaehollandiae,"""-13.8889""","""132.7813"""
2662,X03881,Strepera versicolor,"""-33.1449""","""149.9814"""
2663,X03560,Ptilotula penicillata,"""-33.0522""","""150.1722"""
2664,X03746,Lalage leucomela,"""-29.4079""","""153.3503"""
2665,X00329,Himantopus himantopus,"""-13.8889""","""132.7813"""
2666,X04056,Pteropus scapulatus,"""-33.1449""","""149.9814"""
2667,X00790,Philemon corniculatus,"""-33.1449""","""149.9814"""
2668,X03666,Pachycephala rufiventris,"""-33.1801""","""150.1256"""
2669,X03629,Pomatostomus superciliosus,"""-33.1341""","""150.1358"""
2670,X02378,Gerygone fusca,"""-33.1801""","""150.1256"""
2671,X02917,Chalcites lucidus,"""-33.1449""","""149.9814"""
2672,X01382,Artamus cyanopterus,"""-33.1449""","""149.9814"""
2673,X00446,Neophema pulchella,"""-33.14""","""149.98"""
2674,X03945,Zosterops lateralis,"""-33.1449""","""149.9814"""
2675,X01560,Dicaeum hirundinaceum,"""-33.1449""","""149.9814"""
2676,X00905,Nesoptilotis leucotis,"""-33.3814""","""149.8849"""
2677,X00684,Acanthiza reguloides,"""-33.1449""","""149.9814"""
